0;2018-01-18 10:52:59.233;user-0;20;4;8;
1;2018-01-18 10:53:54.404;user-0;29;3;8;
2;2018-01-18 10:54:34.714;user-0;29;0;1;
3;2018-01-18 10:55:21.262;user-0;29;9;6;
4;2018-01-18 10:56:06.951;user-0;22;8;7;
5;2018-01-18 11:02:56.696;user-0;5;1;5;
6;2018-01-18 11:03:44.564;user-0;20;9;0;
7;2018-01-18 11:04:14.682;user-0;7;8;4;
8;2018-01-18 11:04:57.402;user-0;7;1;5;
9;2018-01-18 11:21:23.156;user-1;20;0;7;
10;2018-01-18 11:21:56.566;user-1;7;5;1;
11;2018-01-18 11:22:22.636;user-1;22;3;0;
12;2018-01-18 11:22:40.500;user-1;2;4;8;
13;2018-01-18 11:34:05.746;user-2;8;2;8;
14;2018-01-18 11:34:08.850;user-2;12;2;3;
15;2018-01-18 11:34:53.079;user-2;29;1;0;
16;2018-01-18 11:55:23.251;user-3;29;1;8;
17;2018-01-18 12:05:44.701;user-4;1;8;9;75214-79850-85041
18;2018-01-18 12:07:25.699;user-4;12;4;0;77192
19;2018-01-18 12:08:01.309;user-5;14;5;9;
20;2018-01-18 12:25:31.748;user-6;12;3;6;
21;2018-01-18 12:26:22.989;user-6;1;7;3;
22;2018-01-18 12:26:56.704;user-6;12;1;7;
23;2018-01-18 12:27:11.316;user-6;2;5;3;
24;2018-01-18 12:27:42.220;user-6;29;9;5;
25;2018-01-18 13:36:38.479;user-4;24;9;5;86191
26;2018-01-18 13:37:01.734;user-4;11;8;7;
27;2018-01-18 13:52:36.811;user-4;3;2;0;85654-84791-84496
28;2018-01-18 13:53:48.809;user-4;24;6;9;
29;2018-01-18 15:04:44.816;user-7;1;1;6;
30;2018-01-18 15:12:27.666;user-7;1;3;1;
31;2018-01-18 15:13:18.039;user-7;1;9;7;
32;2018-01-18 15:28:29.414;user-8;3;9;4;76466
33;2018-01-18 15:29:08.470;user-8;0;1;3;
34;2018-01-18 15:29:48.767;user-8;29;9;1;
35;2018-01-18 15:30:51.237;user-8;10;8;2;
36;2018-01-18 15:31:42.814;user-8;7;0;5;
37;2018-01-18 15:32:24.327;user-8;9;3;7;
38;2018-01-18 15:33:06.126;user-8;17;4;3;
39;2018-01-18 15:33:37.414;user-8;14;8;1;
40;2018-01-18 15:34:11.415;user-8;29;9;1;
41;2018-01-18 15:35:06.967;user-8;20;2;6;
42;2018-01-18 15:35:35.015;user-8;1;9;4;
43;2018-01-18 15:51:33.604;user-9;28;2;8;
44;2018-01-18 15:54:25.471;user-9;25;7;4;84235-84920
45;2018-01-18 15:55:54.491;user-9;29;8;3;
46;2018-01-18 15:57:27.503;user-9;8;1;5;
47;2018-01-18 16:00:57.213;user-10;5;3;8;
48;2018-01-18 16:03:33.070;user-9;7;6;0;
49;2018-01-18 16:03:56.364;user-9;11;8;4;
50;2018-01-18 16:04:07.464;user-10;14;2;4;
51;2018-01-18 16:04:51.032;user-10;13;6;2;84764
52;2018-01-18 16:05:53.594;user-10;29;2;7;
53;2018-01-18 16:06:27.193;user-10;24;4;6;
54;2018-01-18 17:00:31.896;user-11;7;8;7;
55;2018-01-18 17:01:35.973;user-11;8;9;4;
56;2018-01-18 17:02:20.422;user-11;25;5;4;
57;2018-01-18 17:02:46.057;user-11;22;3;2;
58;2018-01-18 17:03:45.410;user-11;17;2;5;
59;2018-01-18 17:04:29.036;user-11;20;6;2;
60;2018-01-18 17:05:03.699;user-11;29;2;0;
61;2018-01-18 17:06:03.835;user-11;19;8;4;
62;2018-01-18 17:06:34.934;user-11;8;7;2;
63;2018-01-18 17:07:13.651;user-11;20;3;5;
64;2018-01-18 17:07:43.868;user-11;22;9;2;
65;2018-01-18 17:08:05.255;user-11;12;4;9;
66;2018-01-18 17:08:26.787;user-11;1;4;3;
67;2018-01-18 17:09:04.057;user-11;2;9;6;
68;2018-01-18 17:09:43.108;user-11;8;1;2;
69;2018-01-18 17:10:24.271;user-11;29;0;9;
70;2018-01-18 17:11:46.550;user-11;7;9;7;
71;2018-01-18 17:12:20.540;user-11;7;9;1;
72;2018-01-18 17:13:32.344;user-11;11;5;1;
73;2018-01-18 17:13:52.884;user-11;22;4;9;
74;2018-01-18 17:14:26.402;user-11;9;3;5;
75;2018-01-18 17:14:58.734;user-11;28;3;4;
76;2018-01-18 17:15:49.573;user-11;20;1;9;
77;2018-01-18 17:15:49.875;user-11;29;3;0;
78;2018-01-18 17:16:13.859;user-11;29;1;2;
79;2018-01-18 17:16:35.402;user-11;15;2;6;
80;2018-01-18 17:17:07.598;user-11;8;1;8;
81;2018-01-18 17:17:22.389;user-11;28;4;8;
82;2018-01-18 17:17:44.213;user-11;22;4;7;
83;2018-01-18 17:18:03.662;user-11;12;6;5;
84;2018-01-18 17:18:18.959;user-11;29;8;9;
85;2018-01-18 17:40:17.468;user-12;8;5;6;
86;2018-01-18 17:43:21.784;user-12;3;5;1;84686
87;2018-01-18 18:36:33.819;user-13;3;3;0;
88;2018-01-18 18:38:29.585;user-14;11;5;7;
89;2018-01-18 18:40:10.208;user-14;10;3;5;79741-79768
90;2018-01-18 18:40:57.745;user-14;28;1;0;
91;2018-01-18 18:41:59.581;user-14;2;4;7;
92;2018-01-18 18:43:47.600;user-14;29;7;3;84008-69589
93;2018-01-18 18:44:55.688;user-14;22;3;5;
94;2018-01-18 18:45:48.869;user-14;29;8;7;85919
95;2018-01-18 18:48:02.918;user-15;29;8;7;
96;2018-01-18 18:48:05.318;user-15;21;9;2;
97;2018-01-18 21:04:00.939;user-16;29;1;4;
98;2018-01-18 21:04:40.287;user-16;21;3;2;
99;2018-01-18 21:05:06.961;user-16;17;6;3;
100;2018-01-18 21:05:52.236;user-16;25;3;9;
101;2018-01-18 21:06:02.650;user-16;29;9;4;
102;2018-01-18 21:06:13.482;user-16;2;0;2;
103;2018-01-18 21:06:33.267;user-16;20;8;2;
104;2018-01-18 21:06:47.572;user-16;7;2;0;
105;2018-01-18 21:07:05.535;user-16;6;2;8;
106;2018-01-18 21:07:23.483;user-16;11;1;7;
107;2018-01-18 21:08:04.542;user-16;17;6;9;
108;2018-01-18 21:08:35.625;user-16;12;5;2;
109;2018-01-18 21:09:14.625;user-16;5;0;7;
110;2018-01-18 21:09:20.714;user-16;8;4;0;
111;2018-01-18 21:09:49.051;user-16;11;1;4;
112;2018-01-18 21:10:00.542;user-16;15;3;2;
113;2018-01-18 21:10:05.511;user-16;29;7;5;
114;2018-01-18 21:10:34.878;user-16;8;3;0;
115;2018-01-18 21:10:38.894;user-16;22;9;1;
116;2018-01-18 21:10:42.970;user-16;29;4;6;
117;2018-01-18 21:10:47.129;user-16;7;8;1;
118;2018-01-18 21:10:52.947;user-16;15;8;7;
119;2018-01-18 21:11:14.124;user-16;0;2;8;
120;2018-01-18 21:11:22.092;user-16;14;5;3;
121;2018-01-18 21:11:31.205;user-16;19;7;5;
122;2018-01-18 21:11:33.686;user-16;12;1;8;
123;2018-01-18 21:11:37.899;user-16;3;2;0;
124;2018-01-18 21:11:52.328;user-16;12;7;9;
125;2018-01-18 21:11:56.361;user-16;28;2;4;
126;2018-01-18 21:11:59.496;user-16;20;6;9;
127;2018-01-18 21:12:03.400;user-16;24;5;4;
128;2018-01-18 21:12:06.764;user-16;19;7;1;
129;2018-01-18 21:12:19.238;user-16;5;8;6;
130;2018-01-18 21:12:32.132;user-16;0;3;2;
131;2018-01-18 21:12:35.720;user-16;12;5;9;
132;2018-01-18 21:12:49.554;user-16;12;6;3;
133;2018-01-18 21:12:54.771;user-16;25;0;5;
134;2018-01-18 21:13:07.453;user-16;12;1;4;
135;2018-01-18 21:13:11.892;user-16;7;3;5;
136;2018-01-18 21:13:14.918;user-16;10;6;1;
137;2018-01-18 21:13:17.190;user-16;7;7;8;
138;2018-01-18 21:13:19.264;user-16;29;4;0;
139;2018-01-18 21:13:21.525;user-16;3;2;9;
140;2018-01-18 21:13:24.677;user-16;24;7;9;
141;2018-01-18 21:13:27.403;user-16;12;6;8;
142;2018-01-18 21:13:37.633;user-16;12;7;2;
143;2018-01-18 21:13:40.633;user-16;29;3;7;
144;2018-01-18 21:13:41.469;user-16;7;2;0;
145;2018-01-18 21:13:45.103;user-16;15;5;3;
146;2018-01-18 21:13:48.260;user-16;7;2;4;
147;2018-01-18 21:13:50.976;user-16;24;2;7;
148;2018-01-18 21:13:52.523;user-16;17;6;1;
149;2018-01-18 21:13:55.588;user-16;2;7;3;
150;2018-01-18 21:13:57.691;user-16;29;1;8;
151;2018-01-18 21:14:00.116;user-16;20;6;7;
152;2018-01-18 21:14:03.191;user-16;1;3;9;
153;2018-01-18 21:14:07.953;user-16;7;6;9;
154;2018-01-18 21:14:09.446;user-16;28;7;0;
155;2018-01-18 21:14:10.717;user-16;12;0;6;
156;2018-01-18 21:14:13.525;user-16;3;6;5;
157;2018-01-18 21:14:17.232;user-16;19;6;1;
158;2018-01-18 21:14:19.819;user-16;2;6;3;
159;2018-01-18 21:14:22.451;user-16;24;7;8;
160;2018-01-18 21:14:25.047;user-16;29;3;7;
161;2018-01-18 21:14:27.282;user-16;8;3;8;
162;2018-01-18 21:14:29.237;user-16;8;5;2;
163;2018-01-18 21:14:31.666;user-16;20;0;1;
164;2018-01-18 21:14:40.536;user-16;0;1;8;
165;2018-01-18 21:14:45.168;user-16;21;7;0;
166;2018-01-18 21:14:47.767;user-16;28;3;5;
167;2018-01-18 21:14:49.917;user-16;26;0;8;
168;2018-01-18 21:14:53.412;user-16;6;5;7;
169;2018-01-18 21:14:55.246;user-16;10;5;6;
170;2018-01-18 21:14:56.931;user-16;7;9;5;
171;2018-01-18 21:14:59.368;user-16;9;9;8;
172;2018-01-18 21:15:01.282;user-16;12;0;2;
173;2018-01-18 21:15:02.844;user-16;24;2;7;
174;2018-01-18 21:15:03.187;user-16;7;3;6;
175;2018-01-18 21:15:03.429;user-16;29;8;6;
176;2018-01-18 21:15:03.791;user-16;29;6;2;
177;2018-01-18 21:15:04.356;user-16;29;2;3;
178;2018-01-18 21:15:04.794;user-16;21;5;1;
179;2018-01-18 21:15:05.163;user-16;8;3;9;
180;2018-01-18 21:15:05.613;user-16;8;3;2;
181;2018-01-18 21:15:05.958;user-16;4;0;1;
182;2018-01-18 21:15:06.431;user-16;5;0;9;
183;2018-01-18 21:15:06.684;user-16;24;9;0;
184;2018-01-18 21:15:07.283;user-16;11;7;9;
185;2018-01-18 21:15:07.551;user-16;29;1;4;
186;2018-01-18 21:15:07.888;user-16;8;7;4;
187;2018-01-18 21:15:08.658;user-16;8;1;0;
188;2018-01-18 21:15:08.930;user-16;7;9;7;
189;2018-01-18 21:15:09.254;user-16;8;7;0;
190;2018-01-18 21:15:09.957;user-16;24;7;2;
191;2018-01-18 21:15:10.418;user-16;29;3;7;
192;2018-01-18 21:15:10.678;user-16;15;1;6;
193;2018-01-18 21:15:11.426;user-16;20;5;4;
194;2018-01-18 21:15:11.712;user-16;0;8;2;
195;2018-01-18 21:15:12.108;user-16;22;5;1;
196;2018-01-18 21:15:12.350;user-16;29;3;1;
197;2018-01-18 21:15:13.238;user-16;20;0;4;
198;2018-01-18 21:15:13.492;user-16;19;5;0;
199;2018-01-18 21:15:13.726;user-16;1;8;9;
200;2018-01-18 21:15:13.983;user-16;14;3;0;
201;2018-01-18 21:15:14.677;user-16;10;1;2;
202;2018-01-18 21:15:16.501;user-16;8;6;0;
203;2018-01-18 21:15:16.850;user-16;24;0;4;
204;2018-01-18 21:15:17.455;user-16;29;4;0;
205;2018-01-18 21:15:17.748;user-16;1;6;0;
206;2018-01-18 21:15:17.967;user-16;29;5;7;
207;2018-01-18 21:15:18.212;user-16;20;7;0;
208;2018-01-18 21:15:18.993;user-16;20;1;7;
209;2018-01-18 21:15:19.385;user-16;6;2;1;
210;2018-01-18 21:15:19.670;user-16;3;8;1;
211;2018-01-18 21:15:19.888;user-16;20;5;3;
212;2018-01-18 21:15:20.890;user-16;25;2;9;
213;2018-01-18 21:15:21.127;user-16;24;5;8;
214;2018-01-18 21:15:21.563;user-16;5;1;0;
215;2018-01-18 21:15:21.804;user-16;1;3;1;
216;2018-01-18 21:15:22.582;user-16;14;0;5;
217;2018-01-18 21:15:22.794;user-16;12;9;3;
218;2018-01-18 21:15:23.135;user-16;12;2;9;
219;2018-01-18 21:15:23.399;user-16;7;8;3;
220;2018-01-18 21:15:24.164;user-16;4;5;2;
221;2018-01-18 21:15:24.408;user-16;10;6;9;
222;2018-01-18 21:15:24.686;user-16;12;3;6;
223;2018-01-18 21:15:24.915;user-16;22;0;1;
224;2018-01-18 21:15:25.735;user-16;10;3;9;
225;2018-01-18 21:15:26.038;user-16;20;2;8;
226;2018-01-18 21:15:26.359;user-16;29;8;2;
227;2018-01-18 21:15:26.863;user-16;14;4;0;
228;2018-01-18 21:15:31.905;user-16;29;7;5;
229;2018-01-18 21:15:32.098;user-16;20;3;4;
230;2018-01-18 21:15:32.289;user-16;8;8;0;
231;2018-01-18 21:15:33.122;user-16;29;0;8;
232;2018-01-18 21:15:33.377;user-16;25;2;3;
233;2018-01-18 21:15:33.628;user-16;1;1;4;
