C0-1;C0-1;1.0
C0-1;C0-2;1.0
C0-1;C1-2;0.6666666666666667
C0-1;C25-6;0.6153846153846154
C0-1;C1-4;0.5333333333333333
C0-1;C19-1;0.5263157894736843
C0-1;C19-3;0.5263157894736843
C0-1;C19-8;0.5263157894736843
C0-1;C19-2;0.47619047619047616
C0-1;C9-5;0.47058823529411764
C0-1;C14-7;0.46153846153846156
C0-1;C21-2;0.4285714285714286
C0-1;C19-6;0.4
C0-1;C28-1;0.4
C0-1;C18-3;0.38095238095238093
C0-1;C10-0;0.375
C0-1;C14-6;0.375
C0-1;C1-3;0.3529411764705882
C0-1;C7-9;0.3529411764705882
C0-1;C1-0;0.33333333333333337
C0-1;C13-1;0.3157894736842105
C0-1;C29-9;0.3076923076923077
C0-1;C8-5;0.2857142857142857
C0-1;C10-8;0.2857142857142857
C0-1;C13-7;0.2857142857142857
C0-1;C24-7;0.2857142857142857
C0-1;C13-9;0.2727272727272727
C0-1;C23-1;0.2666666666666667
C0-1;C17-8;0.25
C0-1;C20-1;0.25
C0-1;C21-8;0.25
C0-1;C5-7;0.24
C0-1;C9-2;0.23529411764705888
C0-1;C3-7;0.21052631578947367
C0-1;C1-1;0.19999999999999996
C0-1;C4-2;0.19999999999999996
C0-1;C4-5;0.19999999999999996
C0-1;C27-7;0.19999999999999996
C0-1;C28-7;0.19999999999999996
C0-1;C8-7;0.19047619047619047
C0-1;C22-6;0.18181818181818177
C0-1;C28-9;0.18181818181818177
C0-1;C20-8;0.17391304347826086
C0-1;C22-9;0.16666666666666663
C0-1;C25-1;0.16666666666666663
C0-1;C11-0;0.15384615384615385
C0-1;C15-5;0.15384615384615385
C0-1;C15-7;0.15384615384615385
C0-1;C22-8;0.15384615384615385
C0-1;C24-6;0.15384615384615385
C0-1;C10-1;0.1428571428571429
C0-1;C14-8;0.1428571428571429
C0-1;C23-7;0.1428571428571429
C0-1;C24-1;0.1428571428571429
C0-1;C24-2;0.1428571428571429
C0-1;C24-4;0.1428571428571429
C0-1;C29-2;0.1428571428571429
C0-1;C2-1;0.1333333333333333
C0-1;C11-3;0.1333333333333333
C0-1;C16-7;0.1333333333333333
C0-1;C2-9;0.125
C0-1;C18-4;0.125
C0-1;C7-5;0.11764705882352944
C0-1;C9-1;0.11764705882352944
C0-1;C14-2;0.11764705882352944
C0-1;C16-0;0.11764705882352944
C0-1;C18-6;0.11764705882352944
C0-1;C3-1;0.11111111111111116
C0-1;C3-4;0.11111111111111116
C0-1;C3-6;0.11111111111111116
C0-1;C13-0;0.10526315789473684
C0-1;C16-6;0.10526315789473684
C0-1;C20-5;0.10526315789473684
C0-1;C7-4;0.09999999999999998
C0-1;C20-2;0.09090909090909094
C0-1;C20-9;0.09090909090909094
C0-1;C9-9;0.08695652173913049
C0-1;C5-3;0.08333333333333337
C0-1;C5-4;0.08333333333333337
C0-1;C20-3;0.08333333333333337
C0-1;C2-4;0.0
C0-1;C3-5;0.0
C0-1;C6-0;0.0
C0-1;C6-8;0.0
C0-1;C7-0;0.0
C0-1;C7-7;0.0
C0-1;C7-8;0.0
C0-1;C8-1;0.0
C0-1;C11-1;0.0
C0-1;C11-5;0.0
C0-1;C11-8;0.0
C0-1;C12-1;0.0
C0-1;C12-2;0.0
C0-1;C12-4;0.0
C0-1;C12-5;0.0
C0-1;C12-6;0.0
C0-1;C12-7;0.0
C0-1;C12-9;0.0
C0-1;C13-3;0.0
C0-1;C16-1;0.0
C0-1;C16-8;0.0
C0-1;C17-0;0.0
C0-1;C17-6;0.0
C0-1;C17-7;0.0
C0-1;C20-7;0.0
C0-1;C22-3;0.0
C0-1;C23-2;0.0
C0-1;C23-8;0.0
C0-1;C26-5;0.0
C0-1;C27-9;0.0
C0-1;C28-6;0.0
C0-1;C29-4;0.0
C0-1;C29-8;0.0
C0-2;C0-1;1.0
C0-2;C0-2;1.0
C0-2;C1-2;0.6666666666666667
C0-2;C25-6;0.6153846153846154
C0-2;C1-4;0.5333333333333333
C0-2;C19-1;0.5263157894736843
C0-2;C19-3;0.5263157894736843
C0-2;C19-8;0.5263157894736843
C0-2;C19-2;0.47619047619047616
C0-2;C9-5;0.47058823529411764
C0-2;C14-7;0.46153846153846156
C0-2;C21-2;0.4285714285714286
C0-2;C19-6;0.4
C0-2;C28-1;0.4
C0-2;C18-3;0.38095238095238093
C0-2;C10-0;0.375
C0-2;C14-6;0.375
C0-2;C1-3;0.3529411764705882
C0-2;C7-9;0.3529411764705882
C0-2;C1-0;0.33333333333333337
C0-2;C13-1;0.3157894736842105
C0-2;C29-9;0.3076923076923077
C0-2;C8-5;0.2857142857142857
C0-2;C10-8;0.2857142857142857
